Turn: R30    | Dial: 50 -> 80 | Zero passes: 0
Turn: L54    | Dial:  0 -> 46 | Zero passes: 3942
Turn: R54    | Dial: 46 ->  0 | Zero passes: 3943  <== HIT 0!
Turn: L233   | Dial:  0 -> 67 | Zero passes: 3945
Turn: L67    | Dial: 67 ->  0 | Zero passes: 3946  <== HIT 0!
Turn: L4     | Dial:  0 -> 96 | Zero passes: 3946
Turn: R59    | Dial: 96 -> 55 | Zero passes: 3947
Turn: L17    | Dial: 55 -> 38 | Zero passes: 3947
Turn: L173   | Dial: 38 -> 65 | Zero passes: 3949
Turn: R39    | Dial: 65 ->  4 | Zero passes: 3950
Turn: L3     | Dial:  4 ->  1 | Zero passes: 3950
Turn: L25    | Dial:  1 -> 76 | Zero passes: 3951
Turn: L37    | Dial: 76 -> 39 | Zero passes: 3951
Turn: R561   | Dial: 39 ->  0 | Zero passes: 3957  <== HIT 0!
Turn: R73    | Dial:  0 -> 73 | Zero passes: 3957
Turn: R13    | Dial: 73 -> 86 | Zero passes: 3957
Turn: R52    | Dial: 86 -> 38 | Zero passes: 3958
Turn: R180   | Dial: 38 -> 18 | Zero passes: 3960
Turn: L18    | Dial: 18 ->  0 | Zero passes: 3961  <== HIT 0!
Turn: R38    | Dial:  0 -> 38 | Zero passes: 3961
Turn: R62    | Dial: 38 ->  0 | Zero passes: 3962  <== HIT 0!
Turn: R36    | Dial:  0 -> 36 | Zero passes: 3962
Turn: R13    | Dial: 36 -> 49 | Zero passes: 3962
Turn: R551   | Dial: 49 ->  0 | Zero passes: 3968  <== HIT 0!
Turn: L23    | Dial:  0 -> 77 | Zero passes: 3968
Turn: L177   | Dial: 77 ->  0 | Zero passes: 3970  <== HIT 0!
Turn: R42    | Dial:  0 -> 42 | Zero passes: 3970
Turn: L42    | Dial: 42 ->  0 | Zero passes: 3971  <== HIT 0!
Turn: L60    | Dial:  0 -> 40 | Zero passes: 3971
Turn: L41    | Dial: 40 -> 99 | Zero passes: 3972
Turn: R1     | Dial: 99 ->  0 | Zero passes: 3973  <== HIT 0!
Turn: L99    | Dial:  0 ->  1 | Zero passes: 3973
Turn: L1     | Dial:  1 ->  0 | Zero passes: 3974  <== HIT 0!
Turn: R749   | Dial:  0 -> 49 | Zero passes: 3981
Turn: R51    | Dial: 49 ->  0 | Zero passes: 3982  <== HIT 0!
Turn: R73    | Dial:  0 -> 73 | Zero passes: 3982
Turn: R24    | Dial: 73 -> 97 | Zero passes: 3982
Turn: R41    | Dial: 97 -> 38 | Zero passes: 3983
Turn: L57    | Dial: 38 -> 81 | Zero passes: 3984
Turn: R26    | Dial: 81 ->  7 | Zero passes: 3985
Turn: L791   | Dial:  7 -> 16 | Zero passes: 3993
Turn: L259   | Dial: 16 -> 57 | Zero passes: 3996
Turn: L82    | Dial: 57 -> 75 | Zero passes: 3997
Turn: R4     | Dial: 75 -> 79 | Zero passes: 3997
Turn: R3     | Dial: 79 -> 82 | Zero passes: 3997
Turn: R97    | Dial: 82 -> 79 | Zero passes: 3998
Turn: R21    | Dial: 79 ->  0 | Zero passes: 3999  <== HIT 0!
Turn: R27    | Dial:  0 -> 27 | Zero passes: 3999
Turn: L75    | Dial: 27 -> 52 | Zero passes: 4000
Turn: L52    | Dial: 52 ->  0 | Zero passes: 4001  <== HIT 0!
Turn: R45    | Dial:  0 -> 45 | Zero passes: 4001
Turn: R55    | Dial: 45 ->  0 | Zero passes: 4002  <== HIT 0!
Turn: L558   | Dial:  0 -> 42 | Zero passes: 4007
Turn: R54    | Dial: 42 -> 96 | Zero passes: 4007
Turn: R83    | Dial: 96 -> 79 | Zero passes: 4008
Turn: R21    | Dial: 79 ->  0 | Zero passes: 4009  <== HIT 0!
Turn: R56    | Dial:  0 -> 56 | Zero passes: 4009
Turn: R14    | Dial: 56 -> 70 | Zero passes: 4009
Turn: L70    | Dial: 70 ->  0 | Zero passes: 4010  <== HIT 0!
Turn: L91    | Dial:  0 ->  9 | Zero passes: 4010
Turn: R51    | Dial:  9 -> 60 | Zero passes: 4010
Turn: L96    | Dial: 60 -> 64 | Zero passes: 4011
Turn: R58    | Dial: 64 -> 22 | Zero passes: 4012
Turn: R77    | Dial: 22 -> 99 | Zero passes: 4012
Turn: L31    | Dial: 99 -> 68 | Zero passes: 4012
Turn: L433   | Dial: 68 -> 35 | Zero passes: 4016
Turn: R11    | Dial: 35 -> 46 | Zero passes: 4016
Turn: L91    | Dial: 46 -> 55 | Zero passes: 4017
Turn: R45    | Dial: 55 ->  0 | Zero passes: 4018  <== HIT 0!
Turn: L32    | Dial:  0 -> 68 | Zero passes: 4018
Turn: R32    | Dial: 68 ->  0 | Zero passes: 4019  <== HIT 0!
Turn: L13    | Dial:  0 -> 87 | Zero passes: 4019
Turn: L87    | Dial: 87 ->  0 | Zero passes: 4020  <== HIT 0!
Turn: R50    | Dial:  0 -> 50 | Zero passes: 4020
Turn: R850   | Dial: 50 ->  0 | Zero passes: 4029  <== HIT 0!
Turn: L11    | Dial:  0 -> 89 | Zero passes: 4029
Turn: R11    | Dial: 89 ->  0 | Zero passes: 4030  <== HIT 0!
Turn: R35    | Dial:  0 -> 35 | Zero passes: 4030
Turn: L35    | Dial: 35 ->  0 | Zero passes: 4031  <== HIT 0!
Turn: R89    | Dial:  0 -> 89 | Zero passes: 4031
Turn: R11    | Dial: 89 ->  0 | Zero passes: 4032  <== HIT 0!
Turn: R7     | Dial:  0 ->  7 | Zero passes: 4032
Turn: L89    | Dial:  7 -> 18 | Zero passes: 4033
Turn: R35    | Dial: 18 -> 53 | Zero passes: 4033
Turn: L53    | Dial: 53 ->  0 | Zero passes: 4034  <== HIT 0!
Turn: R65    | Dial:  0 -> 65 | Zero passes: 4034
Turn: L65    | Dial: 65 ->  0 | Zero passes: 4035  <== HIT 0!
Turn: L65    | Dial:  0 -> 35 | Zero passes: 4035
Turn: R728   | Dial: 35 -> 63 | Zero passes: 4042
Turn: L755   | Dial: 63 ->  8 | Zero passes: 4049
Turn: R707   | Dial:  8 -> 15 | Zero passes: 4056
Turn: L736   | Dial: 15 -> 79 | Zero passes: 4064
Turn: L17    | Dial: 79 -> 62 | Zero passes: 4064
Turn: L62    | Dial: 62 ->  0 | Zero passes: 4065  <== HIT 0!
Turn: L34    | Dial:  0 -> 66 | Zero passes: 4065
Turn: L66    | Dial: 66 ->  0 | Zero passes: 4066  <== HIT 0!
Turn: L9     | Dial:  0 -> 91 | Zero passes: 4066
Turn: R54    | Dial: 91 -> 45 | Zero passes: 4067
Turn: R55    | Dial: 45 ->  0 | Zero passes: 4068  <== HIT 0!
Turn: L79    | Dial:  0 -> 21 | Zero passes: 4068
Turn: L21    | Dial: 21 ->  0 | Zero passes: 4069  <== HIT 0!
Turn: R96    | Dial:  0 -> 96 | Zero passes: 4069
Turn: L23    | Dial: 96 -> 73 | Zero passes: 4069
Turn: R627   | Dial: 73 ->  0 | Zero passes: 4076  <== HIT 0!
Turn: R395   | Dial:  0 -> 95 | Zero passes: 4079
Turn: L326   | Dial: 95 -> 69 | Zero passes: 4082
Turn: R85    | Dial: 69 -> 54 | Zero passes: 4083
Turn: R77    | Dial: 54 -> 31 | Zero passes: 4084
Turn: L639   | Dial: 31 -> 92 | Zero passes: 4091
Turn: L92    | Dial: 92 ->  0 | Zero passes: 4092  <== HIT 0!
Turn: R53    | Dial:  0 -> 53 | Zero passes: 4092
Turn: L47    | Dial: 53 ->  6 | Zero passes: 4092
Turn: L6     | Dial:  6 ->  0 | Zero passes: 4093  <== HIT 0!
Turn: L45    | Dial:  0 -> 55 | Zero passes: 4093
Turn: R45    | Dial: 55 ->  0 | Zero passes: 4094  <== HIT 0!
Turn: L15    | Dial:  0 -> 85 | Zero passes: 4094
Turn: R57    | Dial: 85 -> 42 | Zero passes: 4095
Turn: L19    | Dial: 42 -> 23 | Zero passes: 4095
Turn: R438   | Dial: 23 -> 61 | Zero passes: 4099
Turn: R769   | Dial: 61 -> 30 | Zero passes: 4107
Turn: R970   | Dial: 30 ->  0 | Zero passes: 4117  <== HIT 0!
Turn: R85    | Dial:  0 -> 85 | Zero passes: 4117
Turn: L78    | Dial: 85 ->  7 | Zero passes: 4117
Turn: R86    | Dial:  7 -> 93 | Zero passes: 4117
Turn: R7     | Dial: 93 ->  0 | Zero passes: 4118  <== HIT 0!
Turn: R94    | Dial:  0 -> 94 | Zero passes: 4118
Turn: L877   | Dial: 94 -> 17 | Zero passes: 4126
Turn: R83    | Dial: 17 ->  0 | Zero passes: 4127  <== HIT 0!
Turn: R48    | Dial:  0 -> 48 | Zero passes: 4127
Turn: L82    | Dial: 48 -> 66 | Zero passes: 4128
Turn: L66    | Dial: 66 ->  0 | Zero passes: 4129  <== HIT 0!
Turn: R79    | Dial:  0 -> 79 | Zero passes: 4129
Turn: L79    | Dial: 79 ->  0 | Zero passes: 4130  <== HIT 0!
Turn: R901   | Dial:  0 ->  1 | Zero passes: 4139
Turn: L57    | Dial:  1 -> 44 | Zero passes: 4140
Turn: L84    | Dial: 44 -> 60 | Zero passes: 4141
Turn: L68    | Dial: 60 -> 92 | Zero passes: 4142
Turn: L18    | Dial: 92 -> 74 | Zero passes: 4142
Turn: R41    | Dial: 74 -> 15 | Zero passes: 4143
Turn: L715   | Dial: 15 ->  0 | Zero passes: 4151  <== HIT 0!
Turn: L2     | Dial:  0 -> 98 | Zero passes: 4151
Turn: R2     | Dial: 98 ->  0 | Zero passes: 4152  <== HIT 0!
Turn: R20    | Dial:  0 -> 20 | Zero passes: 4152
Turn: L63    | Dial: 20 -> 57 | Zero passes: 4153
Turn: R402   | Dial: 57 -> 59 | Zero passes: 4157
Turn: L95    | Dial: 59 -> 64 | Zero passes: 4158
Turn: L164   | Dial: 64 ->  0 | Zero passes: 4160  <== HIT 0!
Turn: R60    | Dial:  0 -> 60 | Zero passes: 4160
Turn: R40    | Dial: 60 ->  0 | Zero passes: 4161  <== HIT 0!
Turn: L13    | Dial:  0 -> 87 | Zero passes: 4161
Turn: L24    | Dial: 87 -> 63 | Zero passes: 4161
Turn: R61    | Dial: 63 -> 24 | Zero passes: 4162
Turn: R77    | Dial: 24 ->  1 | Zero passes: 4163
Turn: L76    | Dial:  1 -> 25 | Zero passes: 4164
Turn: L63    | Dial: 25 -> 62 | Zero passes: 4165
Turn: L6     | Dial: 62 -> 56 | Zero passes: 4165
Turn: R63    | Dial: 56 -> 19 | Zero passes: 4166
Turn: R30    | Dial: 19 -> 49 | Zero passes: 4166
Turn: L349   | Dial: 49 ->  0 | Zero passes: 4170  <== HIT 0!
Turn: L4     | Dial:  0 -> 96 | Zero passes: 4170
Turn: L88    | Dial: 96 ->  8 | Zero passes: 4170
Turn: L25    | Dial:  8 -> 83 | Zero passes: 4171
Turn: L83    | Dial: 83 ->  0 | Zero passes: 4172  <== HIT 0!
Turn: R99    | Dial:  0 -> 99 | Zero passes: 4172
Turn: L30    | Dial: 99 -> 69 | Zero passes: 4172
Turn: R31    | Dial: 69 ->  0 | Zero passes: 4173  <== HIT 0!
Turn: L15    | Dial:  0 -> 85 | Zero passes: 4173
Turn: L85    | Dial: 85 ->  0 | Zero passes: 4174  <== HIT 0!
Turn: R475   | Dial:  0 -> 75 | Zero passes: 4178
Turn: L575   | Dial: 75 ->  0 | Zero passes: 4184  <== HIT 0!
Turn: R74    | Dial:  0 -> 74 | Zero passes: 4184
Turn: R12    | Dial: 74 -> 86 | Zero passes: 4184
Turn: L886   | Dial: 86 ->  0 | Zero passes: 4193  <== HIT 0!
Turn: R46    | Dial:  0 -> 46 | Zero passes: 4193
Turn: R74    | Dial: 46 -> 20 | Zero passes: 4194
Turn: L980   | Dial: 20 -> 40 | Zero passes: 4204
Turn: L40    | Dial: 40 ->  0 | Zero passes: 4205  <== HIT 0!
Turn: R56    | Dial:  0 -> 56 | Zero passes: 4205
Turn: R104   | Dial: 56 -> 60 | Zero passes: 4206
Turn: R40    | Dial: 60 ->  0 | Zero passes: 4207  <== HIT 0!
Turn: L38    | Dial:  0 -> 62 | Zero passes: 4207
Turn: R37    | Dial: 62 -> 99 | Zero passes: 4207
Turn: L79    | Dial: 99 -> 20 | Zero passes: 4207
Turn: R680   | Dial: 20 ->  0 | Zero passes: 4214  <== HIT 0!
Turn: L333   | Dial:  0 -> 67 | Zero passes: 4217
Turn: L76    | Dial: 67 -> 91 | Zero passes: 4218
Turn: R9     | Dial: 91 ->  0 | Zero passes: 4219  <== HIT 0!
Turn: R94    | Dial:  0 -> 94 | Zero passes: 4219
Turn: R166   | Dial: 94 -> 60 | Zero passes: 4221
Turn: L55    | Dial: 60 ->  5 | Zero passes: 4221
Turn: L24    | Dial:  5 -> 81 | Zero passes: 4222
Turn: L267   | Dial: 81 -> 14 | Zero passes: 4224
Turn: R386   | Dial: 14 ->  0 | Zero passes: 4228  <== HIT 0!
Turn: L289   | Dial:  0 -> 11 | Zero passes: 4230
Turn: R659   | Dial: 11 -> 70 | Zero passes: 4236
Turn: R30    | Dial: 70 ->  0 | Zero passes: 4237  <== HIT 0!
Turn: L81    | Dial:  0 -> 19 | Zero passes: 4237
Turn: L19    | Dial: 19 ->  0 | Zero passes: 4238  <== HIT 0!
Turn: L44    | Dial:  0 -> 56 | Zero passes: 4238
Turn: L56    | Dial: 56 ->  0 | Zero passes: 4239  <== HIT 0!
Turn: R53    | Dial:  0 -> 53 | Zero passes: 4239
Turn: R2     | Dial: 53 -> 55 | Zero passes: 4239
Turn: R50    | Dial: 55 ->  5 | Zero passes: 4240
Turn: L5     | Dial:  5 ->  0 | Zero passes: 4241  <== HIT 0!
Turn: R728   | Dial:  0 -> 28 | Zero passes: 4248
Turn: L31    | Dial: 28 -> 97 | Zero passes: 4249
Turn: L91    | Dial: 97 ->  6 | Zero passes: 4249
Turn: R20    | Dial:  6 -> 26 | Zero passes: 4249
Turn: L74    | Dial: 26 -> 52 | Zero passes: 4250
Turn: L1     | Dial: 52 -> 51 | Zero passes: 4250
Turn: L651   | Dial: 51 ->  0 | Zero passes: 4257  <== HIT 0!
Turn: L2     | Dial:  0 -> 98 | Zero passes: 4257
Turn: L6     | Dial: 98 -> 92 | Zero passes: 4257
Turn: L17    | Dial: 92 -> 75 | Zero passes: 4257
Turn: L175   | Dial: 75 ->  0 | Zero passes: 4259  <== HIT 0!
Turn: L88    | Dial:  0 -> 12 | Zero passes: 4259
Turn: R50    | Dial: 12 -> 62 | Zero passes: 4259
Turn: L401   | Dial: 62 -> 61 | Zero passes: 4263
Turn: L4     | Dial: 61 -> 57 | Zero passes: 4263
Turn: R237   | Dial: 57 -> 94 | Zero passes: 4265
Turn: L67    | Dial: 94 -> 27 | Zero passes: 4265
Turn: L939   | Dial: 27 -> 88 | Zero passes: 4275
Turn: L55    | Dial: 88 -> 33 | Zero passes: 4275
Turn: L42    | Dial: 33 -> 91 | Zero passes: 4276
Turn: R952   | Dial: 91 -> 43 | Zero passes: 4286
Turn: R33    | Dial: 43 -> 76 | Zero passes: 4286
Turn: L312   | Dial: 76 -> 64 | Zero passes: 4289
Turn: L64    | Dial: 64 ->  0 | Zero passes: 4290  <== HIT 0!
Turn: L53    | Dial:  0 -> 47 | Zero passes: 4290
Turn: L28    | Dial: 47 -> 19 | Zero passes: 4290
Turn: L19    | Dial: 19 ->  0 | Zero passes: 4291  <== HIT 0!
Turn: R4     | Dial:  0 ->  4 | Zero passes: 4291
Turn: R96    | Dial:  4 ->  0 | Zero passes: 4292  <== HIT 0!
Turn: L30    | Dial:  0 -> 70 | Zero passes: 4292
Turn: R37    | Dial: 70 ->  7 | Zero passes: 4293
Turn: L282   | Dial:  7 -> 25 | Zero passes: 4296
Turn: L2     | Dial: 25 -> 23 | Zero passes: 4296
Turn: R38    | Dial: 23 -> 61 | Zero passes: 4296
Turn: L35    | Dial: 61 -> 26 | Zero passes: 4296
Turn: R567   | Dial: 26 -> 93 | Zero passes: 4301
Turn: R89    | Dial: 93 -> 82 | Zero passes: 4302
Turn: R925   | Dial: 82 ->  7 | Zero passes: 4312
Turn: L61    | Dial:  7 -> 46 | Zero passes: 4313
Turn: L746   | Dial: 46 ->  0 | Zero passes: 4321  <== HIT 0!
Turn: L69    | Dial:  0 -> 31 | Zero passes: 4321
Turn: L31    | Dial: 31 ->  0 | Zero passes: 4322  <== HIT 0!
Turn: R17    | Dial:  0 -> 17 | Zero passes: 4322
Turn: L53    | Dial: 17 -> 64 | Zero passes: 4323
Turn: R89    | Dial: 64 -> 53 | Zero passes: 4324
Turn: R22    | Dial: 53 -> 75 | Zero passes: 4324
Turn: L75    | Dial: 75 ->  0 | Zero passes: 4325  <== HIT 0!
Turn: L920   | Dial:  0 -> 80 | Zero passes: 4334
Turn: R73    | Dial: 80 -> 53 | Zero passes: 4335
Turn: L37    | Dial: 53 -> 16 | Zero passes: 4335
Turn: L16    | Dial: 16 ->  0 | Zero passes: 4336  <== HIT 0!
Turn: L776   | Dial:  0 -> 24 | Zero passes: 4343
Turn: L824   | Dial: 24 ->  0 | Zero passes: 4352  <== HIT 0!
Turn: R259   | Dial:  0 -> 59 | Zero passes: 4354
Turn: L295   | Dial: 59 -> 64 | Zero passes: 4357
Turn: L64    | Dial: 64 ->  0 | Zero passes: 4358  <== HIT 0!
Turn: R40    | Dial:  0 -> 40 | Zero passes: 4358
Turn: R13    | Dial: 40 -> 53 | Zero passes: 4358
Turn: L24    | Dial: 53 -> 29 | Zero passes: 4358
Turn: L29    | Dial: 29 ->  0 | Zero passes: 4359  <== HIT 0!
Turn: L87    | Dial:  0 -> 13 | Zero passes: 4359
Turn: R33    | Dial: 13 -> 46 | Zero passes: 4359
Turn: R54    | Dial: 46 ->  0 | Zero passes: 4360  <== HIT 0!
Turn: R6     | Dial:  0 ->  6 | Zero passes: 4360
Turn: R794   | Dial:  6 ->  0 | Zero passes: 4368  <== HIT 0!
Turn: R72    | Dial:  0 -> 72 | Zero passes: 4368
Turn: R909   | Dial: 72 -> 81 | Zero passes: 4377
Turn: R1     | Dial: 81 -> 82 | Zero passes: 4377
Turn: L1     | Dial: 82 -> 81 | Zero passes: 4377
Turn: R861   | Dial: 81 -> 42 | Zero passes: 4386
Turn: R58    | Dial: 42 ->  0 | Zero passes: 4387  <== HIT 0!
Turn: R33    | Dial:  0 -> 33 | Zero passes: 4387
Turn: L42    | Dial: 33 -> 91 | Zero passes: 4388
Turn: R7     | Dial: 91 -> 98 | Zero passes: 4388
Turn: R20    | Dial: 98 -> 18 | Zero passes: 4389
Turn: L52    | Dial: 18 -> 66 | Zero passes: 4390
Turn: L54    | Dial: 66 -> 12 | Zero passes: 4390
Turn: L721   | Dial: 12 -> 91 | Zero passes: 4398
Turn: R42    | Dial: 91 -> 33 | Zero passes: 4399
Turn: R167   | Dial: 33 ->  0 | Zero passes: 4401  <== HIT 0!
Turn: R88    | Dial:  0 -> 88 | Zero passes: 4401
Turn: R82    | Dial: 88 -> 70 | Zero passes: 4402
Turn: R62    | Dial: 70 -> 32 | Zero passes: 4403
Turn: R152   | Dial: 32 -> 84 | Zero passes: 4404
Turn: R647   | Dial: 84 -> 31 | Zero passes: 4411
Turn: R70    | Dial: 31 ->  1 | Zero passes: 4412
Turn: L601   | Dial:  1 ->  0 | Zero passes: 4419  <== HIT 0!
Turn: L183   | Dial:  0 -> 17 | Zero passes: 4420
Turn: L73    | Dial: 17 -> 44 | Zero passes: 4421
Turn: R671   | Dial: 44 -> 15 | Zero passes: 4428
Turn: R463   | Dial: 15 -> 78 | Zero passes: 4432
Turn: L52    | Dial: 78 -> 26 | Zero passes: 4432
Turn: L26    | Dial: 26 ->  0 | Zero passes: 4433  <== HIT 0!
Turn: L46    | Dial:  0 -> 54 | Zero passes: 4433
Turn: R849   | Dial: 54 ->  3 | Zero passes: 4442
Turn: L61    | Dial:  3 -> 42 | Zero passes: 4443
Turn: L20    | Dial: 42 -> 22 | Zero passes: 4443
Turn: R78    | Dial: 22 ->  0 | Zero passes: 4444  <== HIT 0!
Turn: L15    | Dial:  0 -> 85 | Zero passes: 4444
Turn: R15    | Dial: 85 ->  0 | Zero passes: 4445  <== HIT 0!
Turn: L90    | Dial:  0 -> 10 | Zero passes: 4445
Turn: L21    | Dial: 10 -> 89 | Zero passes: 4446
Turn: R11    | Dial: 89 ->  0 | Zero passes: 4447  <== HIT 0!
Turn: L602   | Dial:  0 -> 98 | Zero passes: 4453
Turn: L355   | Dial: 98 -> 43 | Zero passes: 4456
Turn: R57    | Dial: 43 ->  0 | Zero passes: 4457  <== HIT 0!
Turn: L690   | Dial:  0 -> 10 | Zero passes: 4463
Turn: L110   | Dial: 10 ->  0 | Zero passes: 4465  <== HIT 0!
Turn: R857   | Dial:  0 -> 57 | Zero passes: 4473
Turn: L771   | Dial: 57 -> 86 | Zero passes: 4481
Turn: R13    | Dial: 86 -> 99 | Zero passes: 4481
Turn: L422   | Dial: 99 -> 77 | Zero passes: 4485
Turn: R81    | Dial: 77 -> 58 | Zero passes: 4486
Turn: R53    | Dial: 58 -> 11 | Zero passes: 4487
Turn: L82    | Dial: 11 -> 29 | Zero passes: 4488
Turn: R5     | Dial: 29 -> 34 | Zero passes: 4488
Turn: R85    | Dial: 34 -> 19 | Zero passes: 4489
Turn: R81    | Dial: 19 ->  0 | Zero passes: 4490  <== HIT 0!
Turn: R163   | Dial:  0 -> 63 | Zero passes: 4491
Turn: R57    | Dial: 63 -> 20 | Zero passes: 4492
Turn: R69    | Dial: 20 -> 89 | Zero passes: 4492
Turn: L34    | Dial: 89 -> 55 | Zero passes: 4492
Turn: L55    | Dial: 55 ->  0 | Zero passes: 4493  <== HIT 0!
Turn: R92    | Dial:  0 -> 92 | Zero passes: 4493
Turn: L77    | Dial: 92 -> 15 | Zero passes: 4493
Turn: R28    | Dial: 15 -> 43 | Zero passes: 4493
Turn: L49    | Dial: 43 -> 94 | Zero passes: 4494
Turn: R6     | Dial: 94 ->  0 | Zero passes: 4495  <== HIT 0!
Turn: R630   | Dial:  0 -> 30 | Zero passes: 4501
Turn: L50    | Dial: 30 -> 80 | Zero passes: 4502
Turn: L34    | Dial: 80 -> 46 | Zero passes: 4502
Turn: R20    | Dial: 46 -> 66 | Zero passes: 4502
Turn: L42    | Dial: 66 -> 24 | Zero passes: 4502
Turn: L21    | Dial: 24 ->  3 | Zero passes: 4502
Turn: R97    | Dial:  3 ->  0 | Zero passes: 4503  <== HIT 0!
Turn: L59    | Dial:  0 -> 41 | Zero passes: 4503
Turn: L81    | Dial: 41 -> 60 | Zero passes: 4504
Turn: R206   | Dial: 60 -> 66 | Zero passes: 4506
Turn: L49    | Dial: 66 -> 17 | Zero passes: 4506
Turn: L17    | Dial: 17 ->  0 | Zero passes: 4507  <== HIT 0!
Turn: L81    | Dial:  0 -> 19 | Zero passes: 4507
Turn: L19    | Dial: 19 ->  0 | Zero passes: 4508  <== HIT 0!
Turn: L21    | Dial:  0 -> 79 | Zero passes: 4508
Turn: R48    | Dial: 79 -> 27 | Zero passes: 4509
Turn: L27    | Dial: 27 ->  0 | Zero passes: 4510  <== HIT 0!
Turn: R931   | Dial:  0 -> 31 | Zero passes: 4519
Turn: R69    | Dial: 31 ->  0 | Zero passes: 4520  <== HIT 0!
Turn: R870   | Dial:  0 -> 70 | Zero passes: 4528
Turn: R30    | Dial: 70 ->  0 | Zero passes: 4529  <== HIT 0!
Turn: L11    | Dial:  0 -> 89 | Zero passes: 4529
Turn: R11    | Dial: 89 ->  0 | Zero passes: 4530  <== HIT 0!
Turn: R95    | Dial:  0 -> 95 | Zero passes: 4530
Turn: R74    | Dial: 95 -> 69 | Zero passes: 4531
Turn: R222   | Dial: 69 -> 91 | Zero passes: 4533
Turn: R9     | Dial: 91 ->  0 | Zero passes: 4534  <== HIT 0!
Turn: R89    | Dial:  0 -> 89 | Zero passes: 4534
Turn: L31    | Dial: 89 -> 58 | Zero passes: 4534
Turn: L658   | Dial: 58 ->  0 | Zero passes: 4541  <== HIT 0!
Turn: L36    | Dial:  0 -> 64 | Zero passes: 4541
Turn: R22    | Dial: 64 -> 86 | Zero passes: 4541
Turn: L393   | Dial: 86 -> 93 | Zero passes: 4545
Turn: L96    | Dial: 93 -> 97 | Zero passes: 4546
Turn: L97    | Dial: 97 ->  0 | Zero passes: 4547  <== HIT 0!
Turn: R32    | Dial:  0 -> 32 | Zero passes: 4547
Turn: L366   | Dial: 32 -> 66 | Zero passes: 4551
Turn: L12    | Dial: 66 -> 54 | Zero passes: 4551
Turn: R36    | Dial: 54 -> 90 | Zero passes: 4551
Turn: L90    | Dial: 90 ->  0 | Zero passes: 4552  <== HIT 0!
Turn: L367   | Dial:  0 -> 33 | Zero passes: 4555
Turn: L65    | Dial: 33 -> 68 | Zero passes: 4556
Turn: L268   | Dial: 68 ->  0 | Zero passes: 4559  <== HIT 0!
Turn: R29    | Dial:  0 -> 29 | Zero passes: 4559
Turn: R22    | Dial: 29 -> 51 | Zero passes: 4559
Turn: L885   | Dial: 51 -> 66 | Zero passes: 4568
Turn: R72    | Dial: 66 -> 38 | Zero passes: 4569
Turn: L657   | Dial: 38 -> 81 | Zero passes: 4576
Turn: R29    | Dial: 81 -> 10 | Zero passes: 4577
Turn: L10    | Dial: 10 ->  0 | Zero passes: 4578  <== HIT 0!
Turn: L71    | Dial:  0 -> 29 | Zero passes: 4578
Turn: L87    | Dial: 29 -> 42 | Zero passes: 4579
Turn: L42    | Dial: 42 ->  0 | Zero passes: 4580  <== HIT 0!
Turn: R236   | Dial:  0 -> 36 | Zero passes: 4582
Turn: L36    | Dial: 36 ->  0 | Zero passes: 4583  <== HIT 0!
Turn: R47    | Dial:  0 -> 47 | Zero passes: 4583
Turn: R43    | Dial: 47 -> 90 | Zero passes: 4583
Turn: L390   | Dial: 90 ->  0 | Zero passes: 4587  <== HIT 0!
Turn: L11    | Dial:  0 -> 89 | Zero passes: 4587
Turn: L349   | Dial: 89 -> 40 | Zero passes: 4590
Turn: R460   | Dial: 40 ->  0 | Zero passes: 4595  <== HIT 0!
Turn: R32    | Dial:  0 -> 32 | Zero passes: 4595
Turn: L32    | Dial: 32 ->  0 | Zero passes: 4596  <== HIT 0!
Turn: L18    | Dial:  0 -> 82 | Zero passes: 4596
Turn: L96    | Dial: 82 -> 86 | Zero passes: 4597
Turn: L186   | Dial: 86 ->  0 | Zero passes: 4599  <== HIT 0!
Turn: L21    | Dial:  0 -> 79 | Zero passes: 4599
Turn: R21    | Dial: 79 ->  0 | Zero passes: 4600  <== HIT 0!
Turn: L94    | Dial:  0 ->  6 | Zero passes: 4600
Turn: L6     | Dial:  6 ->  0 | Zero passes: 4601  <== HIT 0!
Turn: L17    | Dial:  0 -> 83 | Zero passes: 4601
Turn: L83    | Dial: 83 ->  0 | Zero passes: 4602  <== HIT 0!
Turn: R296   | Dial:  0 -> 96 | Zero passes: 4604
Turn: R3     | Dial: 96 -> 99 | Zero passes: 4604
Turn: R73    | Dial: 99 -> 72 | Zero passes: 4605
Turn: L26    | Dial: 72 -> 46 | Zero passes: 4605
Turn: L47    | Dial: 46 -> 99 | Zero passes: 4606
Turn: L99    | Dial: 99 ->  0 | Zero passes: 4607  <== HIT 0!
Turn: L75    | Dial:  0 -> 25 | Zero passes: 4607
Turn: L663   | Dial: 25 -> 62 | Zero passes: 4614
Turn: R52    | Dial: 62 -> 14 | Zero passes: 4615
Turn: R569   | Dial: 14 -> 83 | Zero passes: 4620
Turn: L85    | Dial: 83 -> 98 | Zero passes: 4621
Turn: L47    | Dial: 98 -> 51 | Zero passes: 4621
Turn: R75    | Dial: 51 -> 26 | Zero passes: 4622
Turn: L15    | Dial: 26 -> 11 | Zero passes: 4622
Turn: L89    | Dial: 11 -> 22 | Zero passes: 4623
Turn: L22    | Dial: 22 ->  0 | Zero passes: 4624  <== HIT 0!
